Ticker,Name,Country,Sector,LastPrice,LastPrice+1M,T12M_DVDS_PAID,TRAIL_12M_EARN_FOR_COMMON,TOTAL_EQUITY,BS_TOT_ASSET,TRAIL_12M_CASH_FROM_OPER,TRAIL_12M_FREE_CASH_FLOW,TRAIL_12M_OPER_MARGIN,TRAIL_12M_GROSS_MARGIN,TRAIL_12M_NET_SALES,TRAIL_12M_ACCT_RCV_UNBILLED_REV,VOLATILITY_90D,CUR_MKT_CAP,TRAIL_12M_EBITDA,TRAIL_12M_INT_EXP,NET_DEBT
EQIX UW Equity,Equinix Inc,US,Financials,302.4,310.57,-374.275,-178.06,1488.653,7705.666,861.973,-2.294,21.2373,52.4217,2633.526,-39.574,25.725,18739.3858,1074.667,290.659,4300.943
FLT UN Equity,FleetCor Technologies Inc,US,Information Technology,142.93,122.84,0,419.141,2962.571,8285.133,815.294,776.977,42.0875,#N/A N/A,1648.961,313.097,29.182,13172.6016,873.732,#N/A N/A,2000.898
WDR UN Equity,Waddell & Reed Financial Inc,US,Financials,28.66,27.44,-136.758,263.509,836.937,1442.789,315.383,284.353,27.8551,#N/A N/A,1552.708,#N/A N/A,34.324,2378.5522,509.103,11.059,-422.66
DLR UN Equity,Digital Realty Trust Inc,US,Financials,75.62,80.08,#N/A N/A,205.016,4035.651,9501.013,722.528,-100.317,21.153,#N/A N/A,1675.109,#N/A N/A,20.379,11066.5098,816.353,186.114,4725.581
LVS UN Equity,Las Vegas Sands Corp,US,Consumer Discretionary,43.84,45.1,-2574.502,2221.759,8386.351,20502.89,3655.834,2157.325,25.8277,45.1054,12242.719,-58.625,42.735,34892.6531,4167.75,265.704,7273.477
SBNY UW Equity,Signature Bank/New York NY,US,Financials,153.37,139.34,0,351.487,2821.677,31920.524,303.227,292.171,62.0058,#N/A N/A,1087.61,#N/A N/A,24.989,7806.6631,#N/A N/A,128.01,1962.161
CAB UN Equity,Cabela's Inc,US,Consumer Discretionary,46.73,42.07,0,189.149,1811.798,8034.207,311.801,-168.521,8.0089,43.4278,3864.499,-4.045,54.908,3239.2673,437.511,#N/A N/A,4514.082
DISCK UW Equity,Discovery Communications Inc,US,Consumer Discretionary,25.22,27.21,#N/A N/A,707,5886,15919,1077,966,31.4446,64.1812,6424,-130,30.422,16945.5651,2352,329,6795
SERV UN Equity,ServiceMaster Global Holdings Inc,US,Consumer Discretionary,39.24,42.21,0,163,522,5046,349,313,19.3774,47.4319,2570,-49,26.616,5313.4119,589,177,2410
OMF UN Equity,OneMain Holdings Inc,US,Financials,41.54,26.43,0,-69.827,2829,13284,459.818,459.818,1.8359,#N/A N/A,1791.88,#N/A N/A,38.388,5586.4429,836.064,657.159,5690
ACC UN Equity,American Campus Communities Inc,US,Financials,41.34,42.2,-173.531,114.482,2856.396,6026.102,237.789,-466.79,20.8487,#N/A N/A,748.002,#N/A N/A,21.819,4643.697,361.346,93.563,2876.099
LYB UN Equity,LyondellBasell Industries NV,US,Materials,86.9,77.97,-1411,4467,7352,23935,6698,5338,17.0968,19.6751,35954,1006,33.965,39056.6677,7176,305,5242
BMR UN Equity,BioMed Realty Trust Inc,US,Financials,23.69,23.81,-265.786,209.475,3046.109,6460.696,280.53,-354.404,12.6149,#N/A N/A,675.988,#N/A N/A,28.957,4821.5733,343.324,83.862,2946.494
VEEV UN Equity,Veeva Systems Inc,US,Health Care,28.85,24.1,0,50.115,473.978,625.033,75.413,55.458,22.0076,65.016,381.963,-24.764,34.148,3836.9223,89.896,#N/A N/A,-339.468
AVGO UW Equity,Broadcom Ltd,US,Information Technology,145.15,133.71,-373,1070,4281,9988,2117,1441,21.585,50.8975,6574,-158,45.964,40132.4601,2381,204,2607
EXR UN Equity,Extra Space Storage Inc,US,Financials,88.21,90.69,-250.757,225.489,2387.34,6002.836,367.298,-104.801,44.9308,#N/A N/A,721.695,#N/A N/A,20.471,10890.1346,446.135,88.323,2351.032
STRZA UW Equity,Starz,US,Consumer Discretionary,33.5,28.43,0,288.2,221,1616.5,187.8,173.1,28.9088,62.4286,1698.1,#N/A N/A,31.718,3408.7812,509.7,#N/A N/A,1151.2
QVCA UW Equity,Liberty Interactive Corp QVC Group,US,Consumer Discretionary,27.32,26.06,0,833,5802,18285,1568,1246,12.1163,36.5414,9871,#N/A N/A,22.533,13568.8378,1986,368,4401
FI UN Equity,Frank's International NV,US,Energy,16.69,14.63,-92.716,106.284,1466.619,1736.144,390.32,253.454,20.8321,47.7631,1090.644,25.141,36.07,3473.2923,331.646,#N/A N/A,-506.806
HTZ UN Equity,Hertz Global Holdings Inc,US,Industrials,14.23,9.08,0,-44,2338,24569,3406,-10075,5.5332,43.3386,10681,-5,51.795,6323.2244,3832,#N/A N/A,16100
CXO UN Equity,Concho Resources Inc,US,Energy,92.86,95.13,0,196.658,6133.782,12527.562,1145.844,-1885.663,-3.3257,32.7467,2550.242,82.45,50.92,11992.3456,1080.799,213.34,3931.995
LULU UW Equity,lululemon athletica Inc,US,Consumer Discretionary,52.47,62.07,0,266.782,1095.468,1294.221,222.625,89.876,19.6455,49.4633,1898.441,#N/A N/A,56.784,7269.9077,438.017,0,-541.262
TRCO UN Equity,Tribune Media Co,US,Consumer Discretionary,33.81,32.95,-696.364,365.075,4302.463,10413.399,89.019,-4.308,14.0343,78.3841,2016.275,-18.547,38.626,3184.4079,534.497,161.166,3132.336
ANAT UW Equity,American National Insurance Co,US,Financials,102.27,97.18,-83.625,249.016,4445.034,23432.02,442.831,394.987,9.522,#N/A N/A,2951.13,#N/A N/A,18.112,2750.1939,#N/A N/A,#N/A N/A,-43.328
AWK UN Equity,American Water Works Co Inc,US,Utilities,59.75,64.91,-233.17,470.465,5165.452,17105.173,1112.643,-69.659,34.3076,#N/A N/A,3107.783,-131.162,19.058,10723.2998,1499.388,296.129,6249.47
WEX UN Equity,WEX Inc,US,Information Technology,88.4,72.61,0,128.896,1066.921,4348.504,546.044,480.197,28.1949,84.1719,853.859,366.271,29.663,3415.98,327.352,46.904,685.498
ASB UN Equity,Associated Banc-Corp,US,Financials,18.75,17.55,-67.192,188.066,2953.797,27467.243,321.403,257.797,28.0114,#N/A N/A,1069.134,#N/A N/A,25.455,2818.6481,#N/A N/A,73.77,3337.48
PAY UN Equity,VeriFone Systems Inc,US,Information Technology,28.02,23.39,0,71.966,974.844,2487.015,220.468,119.764,5.3963,40.7785,1976.81,-45.696,31.152,3130.025,287.03,#N/A N/A,571.425
CPN UN Equity,Calpine Corp,US,Utilities,14.47,15.31,0,492,3211,17898,898,349,17.5341,42.9104,6975,75,37.625,5163.5021,1905,625,11005
GPRO UW Equity,GoPro Inc,US,Consumer Discretionary,18.01,11.45,0,192.69,830.69,1209.281,179.953,142.983,14.8425,46.6915,1817.281,-26.641,72.438,2476.8024,294.291,#N/A N/A,-513.102
GM UN Equity,General Motors Co,US,Consumer Discretionary,34.01,29.64,-3062,4526,35135,189000,12633,5307,2.8533,15.0789,152352,#N/A N/A,25.453,52925.5757,12197,434,-12367
DG UN Equity,Dollar General Corp,US,Consumer Discretionary,71.87,75.06,-131.204,1127.271,5418.934,11195.195,1411.189,981.585,9.4769,30.8773,19678.044,0,27.997,20909.4632,2212.454,85.642,2682.604
CIT UN Equity,CIT Group Inc,US,Financials,39.7,29.35,-112.2,1163.1,10799.2,68125.5,1175.4,-1211.9,17.8255,#N/A N/A,3702,#N/A N/A,34.458,7978.5218,2406,1093.7,10960.6
KMI UN Equity,Kinder Morgan Inc/DE,US,Energy,14.92,16.45,-3540,1074,35842,85677,4482,535,24.7792,53.934,14718,197,52.486,33294.1986,5894,#N/A N/A,42599
UA UN Equity,Under Armour Inc,US,Consumer Discretionary,41.6412,44.1311,0,214.68,1535.254,3035.502,-21.919,-292.584,10.23,48.5419,3687.828,-141.488,37.215,17396.919,469.177,#N/A N/A,745.276
HCA UN Equity,HCA Holdings Inc,US,Health Care,67.63,69.58,-6,2074,-5812,31896,4803,2538,14.7011,#N/A N/A,39065,#N/A N/A,38.857,27570.5662,7630,1684,29164
ORI UN Equity,Old Republic International Corp,US,Financials,18.63,18.08,-190.8,394.6,3853.9,17327.8,755.1,755.1,10.9819,#N/A N/A,5660.2,#N/A N/A,20.897,4870.7501,#N/A N/A,40.1,801.6
DSW UN Equity,DSW Inc,US,Consumer Discretionary,23.86,24.01,-69.035,155.049,1028.133,1458.028,210.862,105.283,9.4482,30.13,2588.389,8.346,33.085,2066.5174,316.875,#N/A N/A,-90.019
IBKR UW Equity,Interactive Brokers Group Inc,US,Financials,43.6,32.27,-23.845,39.1,5282,47226,1004.751,976.284,33.8342,#N/A N/A,1197.9,#N/A N/A,35.152,17867.0743,497.704,70.8,1047
MNST UW Equity,Monster Beverage Corp,US,Consumer Staples,148.96,135.03,0,533.324,4654.557,5603.738,411.017,376.738,31.9875,58.1774,2682.699,-101.145,32.839,30416.636,886.412,#N/A N/A,-2785.427
OPK UN Equity,OPKO Health Inc,US,Health Care,10.05,8.04,0,-84.597,1969.368,3015.853,148.614,143.393,-59.1463,56.8546,241.08,-13.791,51.894,5477.3678,-118.859,7.986,-89.43
SIX UN Equity,Six Flags Entertainment Corp,US,Consumer Discretionary,54.94,50.27,-196.387,118.389,616.014,2720.459,448.477,344.293,24.7483,92.0295,1230.162,1.042,22.14,5045.5368,410.274,75.38,1313.821
WTM UN Equity,White Mountains Insurance Group Ltd,US,Financials,726.81,713.09,-30.7,99.3,4206.3,10346,82.8,#N/A N/A,-8.1705,#N/A N/A,1719.6,#N/A N/A,19.933,4132.7615,#N/A N/A,25.1,183.3
TDS UN Equity,Telephone & Data Systems Inc,US,Telecommunication Services,25.89,23.19,-60.324,203.28,4703.736,9317.358,625.519,-178.371,7.1581,43.188,5198.847,-68.032,29.614,2815.8191,1202.1,130.414,1353.669
MSCI UN Equity,MSCI Inc,US,Financials,72.13,68.84,-85.382,208.582,1119.105,3366.791,328.726,297.716,36.2172,73.2166,1053.225,-18.668,26.955,7406.003,459.088,55.282,585.361
VR UN Equity,Validus Holdings Ltd,US,Financials,46.29,44.24,-113.747,424.864,4082.987,11235.963,369.445,369.445,23.8257,#N/A N/A,2350.472,#N/A N/A,15.695,3792.2501,#N/A N/A,73.805,1820.154
FLOW UN Equity,SPX FLOW Inc,US,Industrials,27.91,23.84,#N/A N/A,#N/A N/A,1270.1,3410,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1152.3485,#N/A N/A,#N/A N/A,870.8
TFSL UW Equity,TFS Financial Corp,US,Financials,18.83,17.45,-19.49,71.965,1729.37,12368.886,99.102,93.58,37.1603,#N/A N/A,407.737,#N/A N/A,18.477,5458.8473,#N/A N/A,113.35,2013.258
RAX UN Equity,Rackspace Hosting Inc,US,Information Technology,25.32,20.21,0,130.116,1049.4,1753.8,530.486,91.377,9.8981,66.5895,1950.922,-52.252,52.658,3410.4872,584.218,5.544,120
CLGX UN Equity,CoreLogic Inc/United States,US,Information Technology,33.86,35.7,0,104.801,1009.002,3602.57,366.906,321.994,14.3013,49.8556,1482.736,-16.934,28.89,2984.7157,359.439,67.067,1216.281
DST UN Equity,DST Systems Inc,US,Information Technology,114.06,105.41,-44.1,545.5,1062,2667.5,220.9,99.1,11.0601,#N/A N/A,2808.3,6.8,24.076,3946.9292,434.4,24.7,413.7
FBHS UN Equity,Fortune Brands Home & Security Inc,US,Industrials,55.5,48.59,-86,272.3,2404.3,5082.2,407.6,275.5,9.8992,34.2171,4394.3,-20,25.646,8863.1195,542.4,23.7,990.8
GWR UN Equity,Genesee & Wyoming Inc,US,Industrials,53.69,49.58,0,227.476,2430.897,6716.546,466.718,146.683,21.2027,#N/A N/A,1901.175,45.962,44.248,3097.3173,582.62,60.797,2260.808
WTR UN Equity,Aqua America Inc,US,Utilities,29.8,31.53,-118.995,240.171,1728.681,5701.345,371.737,6.393,39.4647,#N/A N/A,808.526,0,19.129,5257.5551,447.362,75.808,1752.672
CVA UN Equity,Covanta Holding Corp,US,Industrials,15.49,14.14,-132,-13,628,4316,230,-101,7.3422,#N/A N/A,1648,#N/A N/A,34.17,2062.7993,323,127,2381
UDR UN Equity,UDR Inc,US,Financials,37.57,35.59,-276.816,235.662,3187.376,6922.73,416.184,105.781,18.3576,#N/A N/A,866.582,#N/A N/A,20.693,9843.9121,527.077,121.497,3511.913
FCE/A UN Equity,Forest City Realty Trust Inc,US,Financials,21.93,19.7,0,9.968,3586.488,9960.241,259.343,-570.149,-48.8914,#N/A N/A,977.486,#N/A N/A,21.988,5683.1312,-237.21,192.409,4441.969
LAMR UW Equity,Lamar Advertising Co,US,Financials,59.98,56.11,-279.045,393.559,1005.86,3416.4,462.795,358.334,27.4868,65.0741,1334.123,-10.98,16.459,5793.9117,570.941,98.435,1939.357
SLG UN Equity,SL Green Realty Corp,US,Financials,112.98,96.61,-243.987,224.614,8377.695,19490.569,436.174,-2773.306,24.9454,#N/A N/A,1624.066,#N/A N/A,21.141,11410.9307,983.071,343.037,9927.314
HUN UN Equity,Huntsman Corp,US,Materials,11.37,8.63,-122,51,1791,10236,804,100,4.1857,17.5948,10918,110,78.844,2789.9885,864,215,4441
UHAL UW Equity,AMERCO,US,Industrials,389.5,366.65,-39.188,430.684,2143.618,7600.545,1002.536,-160.309,24.0918,24.0918,3196.793,9.854,24.551,7637.2335,1143.209,94.573,160.763
JAZZ UW Equity,Jazz Pharmaceuticals PLC,US,Health Care,140.56,128.74,0,328.386,1563.477,3464.3,544.623,498.484,40.5095,91.8217,1312.064,-15.012,41.231,8644.1242,647.163,#N/A N/A,290.833
ALLY UN Equity,Ally Financial Inc,US,Financials,18.64,15.85,-1424,-221,14599,156105,4899,-638,12.2521,#N/A N/A,9378,#N/A N/A,26.111,8979.8604,6578,2496,67612
AGR UN Equity,Avangrid Inc,US,Utilities,38.4,38.45,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A N/A,11908.3008,#N/A,#N/A,#N/A
WRK UN Equity,WestRock Co,US,Materials,41.1484,31.8219,-214.5,507,11783.9,25356.8,1203.6,618.1,7.7276,19.4248,11381.3,106.1,31.295,11723.0814,1620.3,132.7,5404.1
UFS UN Equity,Domtar Corp,US,Materials,36.95,32.25,-99,156,2659,5789,502,221,5.2543,17.3766,5329,7,26.995,2322.3052,643,#N/A N/A,1160
WSM UN Equity,Williams-Sonoma Inc,US,Consumer Discretionary,58.41,51.66,-126.511,315.977,1116.533,2435.676,432.941,223.742,10.2159,37.6172,4931.911,-26.786,27.932,5247.7752,670.068,#N/A N/A,127.736
STLD UW Equity,Steel Dynamics Inc,US,Materials,17.87,18.35,-121.923,77.897,2955.785,6842.541,1027.878,912.541,2.6665,10.3179,8520.458,277.796,36.016,4325.667,529.864,162.074,2173.613
OSK UN Equity,Oshkosh Corp,US,Industrials,39.04,32.93,-53.1,229.4,1911.1,4613,82.5,-75.5,6.5365,17.0414,6098.1,#N/A N/A,40.288,2920.574,523.1,70.1,895.6
SPLK UW Equity,Splunk Inc,US,Information Technology,58.81,46.29,0,-256.477,840.946,1379.112,130.141,102.895,-44.6441,83.173,595.803,-43.107,40.061,7555.6232,-247.626,#N/A N/A,-948.531
BRO UN Equity,Brown & Brown Inc,US,Financials,32.1,30.25,-62.627,207.055,2185.735,5002.192,390.31,372.803,23.4131,#N/A N/A,1649.012,#N/A N/A,18.63,4524.9876,495.142,39.404,700.476
CRC UN Equity,California Resources Corp,US,Energy,23.3,14.3,-5860,-2363,2355,11913,892,118,-133.4212,15.4686,2657,#N/A N/A,122.933,903.6617,-2476,316,6416
SYF UN Equity,Synchrony Financial,US,Financials,30.41,28.42,0,2198,12158,79442,5341,5341,26.149,#N/A N/A,13446,#N/A N/A,29.038,25356.6446,4794,1116,11610
ADI UW Equity,Analog Devices Inc,US,Information Technology,55.32,53.86,-491.059,696.878,5072.959,7062.178,907.798,753.838,24.1869,65.7701,3435.092,#N/A N/A,36.81,17263.1962,1053.081,27.03,-2155.592
HBI UN Equity,Hanesbrands Inc,US,Consumer Discretionary,29.43,30.57,-151.682,399.129,1250.299,5819.4,205.615,114.095,9.7242,36.6282,5844.588,-14.878,36.059,11531.3086,672.754,#N/A N/A,2494.766
BR UN Equity,Broadridge Financial Solutions Inc,US,Information Technology,53.73,53.56,-129.1,288.1,924.2,2299.5,389.7,330.5,16.9295,31.9344,2733.1,-32.6,21.065,6371.6331,568.7,26,448.1
HRC UN Equity,Hill-Rom Holdings Inc,US,Health Care,48.06,48.88,-37.1,47.7,1156.9,4457.6,213.8,92.5,4.1797,44.2762,1988.2,-39.7,25.508,3132.0254,201.3,18.4,2040.4
TERP UW Equity,TerraForm Power Inc,US,Utilities,12.58,9.91,-67.956,-96.005,2537.704,5534.512,160.267,-1925.708,17.2032,69.7115,406.418,-32.647,119.144,1766.1979,205.298,#N/A N/A,1910.564
AFSI UW Equity,AmTrust Financial Services Inc,US,Financials,30.79,28.595,-103.54,478.668,2800.62,16952.439,773.207,660.356,11.24,#N/A N/A,4500.238,#N/A N/A,30.328,5413.7503,#N/A N/A,42.735,99.681
CYH UN Equity,Community Health Systems Inc,US,Health Care,21.8372,17.6805,0,342,4845,27189,1591,602,8.5596,#N/A N/A,19557,-298,92.595,3135.5287,2840,#N/A N/A,16701
BUFF UW Equity,Blue Buffalo Pet Products Inc,US,Consumer Staples,18.71,17.02,#N/A N/A,#N/A N/A,-2.702,479.116,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,48.324,3670.2008,#N/A N/A,#N/A N/A,203.135
LC UN Equity,LendingClub Corp,US,Financials,11.05,7.38,0,-18.601,1015.638,5359.75,67.875,36.414,-1.8765,#N/A N/A,853.763,#N/A N/A,40.139,4175.3862,494.369,491.227,3516.275
TAHO UN Equity,Tahoe Resources Inc,US,Materials,8.67,7.75,-27.216,45.642,1782.644,2205.269,130.687,40.548,19.3503,30.8357,430.226,#N/A N/A,64.6,1969.3721,149.989,3.641,-59.551
RPAI UN Equity,Retail Properties of America Inc,US,Financials,14.77,15.51,0,138.504,2193.049,4803.849,265.138,-212.225,24.7733,#N/A N/A,608.571,#N/A N/A,19.762,3504.4372,368.288,143.353,2192.933
AJG UN Equity,Arthur J Gallagher & Co,US,Financials,40.94,37.64,-251.3,346,3707.9,10510.4,495.6,402,7.4356,74.991,5302.9,#N/A N/A,17.492,7233.8936,713.9,102.9,1908.3
MIK UW Equity,Michaels Cos Inc/The,US,Consumer Discretionary,22.11,21.8,-0.443,323.009,-1992.557,1863.958,483.195,347.174,14.0953,40.2151,4799.621,#N/A N/A,31.235,4620.1661,790.329,152.353,2909.54
BXLT UN Equity,Baxalta Inc,US,Health Care,39.03,40.01,#N/A N/A,#N/A N/A,3984,12906,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,38.224,26481.369,#N/A N/A,#N/A N/A,3951
BLD UN Equity,TopBuild Corp,US,Consumer Discretionary,30.77,26.78,#N/A N/A,#N/A N/A,851.98,1613.31,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,39.148,1159.468,#N/A N/A,#N/A N/A,89.16
ENR UN Equity,Energizer Holdings Inc,US,Consumer Staples,34.06,32.04,#N/A N/A,#N/A N/A,-60.1,1629.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,29.981,2104.8548,#N/A N/A,#N/A N/A,501.1
CC UN Equity,Chemours Co/The,US,Materials,5.36,3.94,-100,75,90,6451,372,-247,0.6434,17.66,5906,-57,93.524,970.0776,311,#N/A N/A,3747
CABO UN Equity,Cable One Inc,US,Consumer Discretionary,433.66,429.99,#N/A N/A,#N/A N/A,430.189,1401.158,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,27.895,2538.8798,#N/A N/A,#N/A N/A,405.174
BW UN Equity,Babcock & Wilcox Enterprises Inc,US,Industrials,20.87,20.65,#N/A N/A,#N/A N/A,776.563,1611.674,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,28.178,1118.9058,#N/A N/A,#N/A N/A,-331.76
ULTA UW Equity,Ulta Salon Cosmetics & Fragrance Inc,US,Consumer Discretionary,185,181.17,0,287.503,1343.789,2115.91,389.06,96.872,12.932,35.0758,3538.484,-3.167,33.826,11784.3872,603.727,#N/A N/A,-475.423
FEYE UW Equity,FireEye Inc,US,Information Technology,20.74,14.09,0,-508.793,1109.669,2435.452,27.303,-22.139,-85.8879,61.5742,581.175,13.761,66.249,3330.096,-390.5,15.434,-472.401
ARMK UN Equity,Aramark,US,Consumer Discretionary,32.25,31.95,-81.898,235.946,1893.461,10224.05,683.036,158.652,4.3822,10.1102,14329.135,#N/A N/A,27.38,7788.1393,1131.971,#N/A N/A,5171.301
HLT UN Equity,Hilton Worldwide Holdings Inc,US,Consumer Discretionary,21.4,17.81,-69,748,5180,25932,1447,1149,18.0985,63.6162,11244,#N/A N/A,30.044,21131.4694,2762,582,10188
MIC UN Equity,Macquarie Infrastructure Corp,US,Industrials,72.6,67.06,-320.858,-120.491,3241.426,7392.552,312.171,173.071,-3.5305,54.3828,1643.038,0.369,26.701,5797.4129,238.948,133.298,2715.971
GLNG UW Equity,Golar LNG Ltd,US,Energy,15.79,18.62,-162.86,-166.419,2005.459,4038.97,-78.075,-1141.591,-6.4644,#N/A N/A,114.952,#N/A N/A,72.532,1472.8876,60.884,60.491,1564.93
LITE UW Equity,Lumentum Holdings Inc,US,Information Technology,22.02,19.73,#N/A N/A,#N/A N/A,500.8,649.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,39.88,1298.6376,#N/A N/A,#N/A N/A,-142.1
AKRX UW Equity,Akorn Inc,US,Health Care,37.31,25.99,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,69.652,4250.531,#N/A,#N/A,#N/A
AGNC UW Equity,American Capital Agency Corp,US,Financials,17.34,17.07,-1080,-724,8316,60609,1398,1398,#N/A N/A,#N/A N/A,-230,#N/A N/A,16.35,6007.4443,#N/A N/A,325,44946
GRPN UW Equity,Groupon Inc,US,Consumer Discretionary,3.07,2.72,0,75.984,600.952,2030.641,296.234,207.636,-1.3195,45.0948,3085.574,16.633,74.19,1885.872,88.615,2.31,-734.161
SC UN Equity,Santander Consumer USA Holdings Inc,US,Financials,15.85,10.45,0,960.567,4360.841,35991.228,3846.518,-1089.366,22.4814,#N/A N/A,6691.733,#N/A N/A,42.7,5672.7473,2945.843,612.206,30101.743
APLE UN Equity,Apple Hospitality REIT Inc,US,Financials,19.97,18.29,-240.364,157.414,2713.722,3758.493,273.233,213.428,19.6025,#N/A N/A,887.604,#N/A N/A,27.814,3482.0335,299.902,30.591,964.141
PAH UN Equity,Platform Specialty Products Corp,US,Materials,12.83,7.63,0,-427.878,2914.2,8075.8,222.644,178.835,2.5971,39.9309,2080.76,#N/A N/A,77.439,2706.7435,260.989,#N/A N/A,2755.5
ANET UN Equity,Arista Networks Inc,US,Information Technology,77.84,60.03,0,106.191,723.174,1072.892,99.834,83.515,18.1435,65.8059,765.634,-77.085,44.561,5274.1547,151.245,3.174,-522.163
AME UN Equity,AMETEK Inc,US,Industrials,53.59,47.05,-86.486,606.018,3315.269,6644.024,686.45,617.109,23.0889,36.0386,4010.455,#N/A N/A,23.751,12748.1277,1071.785,91.614,1589.037
CFG UN Equity,Citizens Financial Group Inc,US,Financials,26.19,21.25,-223,809,19600,135447,1021,938,25.4664,#N/A N/A,5208,#N/A N/A,28.295,13818.8041,#N/A N/A,437,9188
ADT UN Equity,ADT Corp/The,US,Industrials,32.98,29.58,-142,296,2919,10726,1605,803,17.8791,55.9317,3574,#N/A N/A,26.911,5439.6252,1763,#N/A N/A,5316
CCO UN Equity,Clear Channel Outdoor Holdings Inc,US,Consumer Discretionary,5.59,5.05,-175.022,-11.383,-297.832,6133.257,285.814,51.484,9.3146,46.779,2836.148,-68.724,52.19,2020.1853,653.074,354.156,4756.479
COMM UW Equity,CommScope Holding Co Inc,US,Information Technology,25.89,22.42,0,52.083,1318.475,7861.206,313.522,262.049,6.7628,35.2747,3493.182,-35.31,36.857,4936.34,496.361,195.278,4737.54
BKD UN Equity,Brookdale Senior Living Inc,US,Health Care,18.46,16.28,0,-389.752,2626.527,10274.96,287.989,-298.952,-4.6382,43.6424,4977.009,-24.483,39.469,3411.0402,597.35,388.849,6414.714
AGIO UW Equity,Agios Pharmaceuticals Inc,US,Health Care,64.92,42.22,0,-103.775,375.657,449.086,-54.195,-73.662,-154.7744,#N/A N/A,67.537,#N/A N/A,95.315,2443.6301,-101.414,0,-407.986
GPK UN Equity,Graphic Packaging Holding Co,US,Materials,12.83,11.36,-32.9,214.4,1104.3,4507.8,546.4,314.7,10.0135,18.7168,4136.4,#N/A N/A,21.852,4203.8093,694.8,#N/A N/A,1912.7
PF UN Equity,Pinnacle Foods Inc,US,Consumer Staples,42.46,42.89,-110.707,169.442,1757.786,5272.075,348.914,243.898,14.0116,26.7599,2638.647,-12.599,25.448,4951.1437,464.744,88.534,2218.523
ALSN UN Equity,Allison Transmission Holdings Inc,US,Industrials,25.89,23.79,-106.9,219.8,1214.5,4566.7,558.2,501.6,24.8294,47.1345,2052,12.3,23.978,4428.0141,695.7,131.8,2260.6
PAG UN Equity,Penske Automotive Group Inc,US,Consumer Discretionary,42.34,31.37,-81.3,327.6,1821.1,7674.9,463.9,276.3,2.9774,14.9649,18761.2,-16.3,29.513,3813.5192,635.9,109.4,4303.8
LPNT UW Equity,LifePoint Health Inc,US,Health Care,73.4,69.79,0,151.3,2379.6,5599,646.7,376.9,6.1255,#N/A N/A,5106.5,37.6,46.22,3194.7508,592.4,#N/A N/A,1893.1
NUS UN Equity,Nu Skin Enterprises Inc,US,Consumer Staples,37.89,31.65,-81.789,143.713,860.518,1553.458,384.327,319.26,12.0066,79.2258,2284.456,1.605,69.562,2168.4813,342.378,#N/A N/A,-63.726
CBL UN Equity,CBL & Associates Properties Inc,US,Financials,12.37,10.75,-177.195,157.292,1519.045,6695.735,498.609,63.655,35.1695,#N/A N/A,1061.237,#N/A N/A,30.203,2109.041,673.095,234.189,4789.038
NRF UN Equity,NorthStar Realty Finance Corp,US,Financials,17.03,11.87,-591.129,-371.668,5221.182,18622.914,264.504,-4131.29,9.7185,#N/A N/A,1972.1,#N/A N/A,45.824,3218.0539,649.399,476.849,11893.65
AOS UN Equity,AO Smith Corp,US,Industrials,76.61,69.85,-64.3,256.3,1422.4,2600.2,334.4,261.2,14.4697,38.8724,2523.9,#N/A N/A,27.777,6743.232,427.9,7.4,-345.6
DATA UN Equity,Tableau Software Inc,US,Information Technology,94.22,80.24,0,-21.672,732.442,992.781,115.73,72.778,-4.8621,89.2783,593.76,-50.126,50.592,6824.5119,-8.609,#N/A N/A,-750.191
NSAM UN Equity,NorthStar Asset Management Group Inc/New,US,Financials,12.14,11.54,-77.613,130.433,269.712,347.029,189.085,189.064,33.3989,#N/A N/A,437.583,#N/A N/A,45.697,2351.5383,148.537,#N/A N/A,-128.597
HOLX UW Equity,Hologic Inc,US,Health Care,38.69,33.94,0,131.6,2079.2,7670.1,786.1,738,16.8207,52.9649,2705,-30.3,27.968,10945.6003,946.4,205.5,3148.5
FNF UN Equity,FNF Group,US,Financials,34.67,32.38,#N/A N/A,497.03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.3425,#N/A N/A,8934,#N/A N/A,19.73,9598.3929,#N/A N/A,128,#N/A N/A
